Genişletilmiş Sentetik Gönüllü ve Eğitim Veri Seti;;;;;;;
;;;;;;;
Başlık;Açıklama;;;;;;
Veri Niteliği;Tüm kişi, hesap, eğitim, sertifika, katılım ve sınav bilgileri tamamen sentetiktir.;;;;;;
Eğitim Türleri;Afet Farkındalık, Depremde Arama ve Kurtarma, Enkazda Arama ve Kurtarma Temel, Navigasyon, Kampçılık, Haberleşme ve Yangın Farkındalık.;;;;;;
Tarih Biçimi;"Tarih alanları gg.aa.yyyy; tarih-saat alanları gg.aa.yyyy ss:dd biçiminde gösterilir.";;;;;;
İlişkiler;Gönüllü ID, Eğitmen ID, Merkez Sorumlu ID, Eğitim ID ve Sınav ID alanları sayfalar arasında ilişki kurar.;;;;;;
Hesaplar;Her gönüllü, eğitmen ve merkez eğitim sorumlusu e-posta ve sentetik şifre ile bir hesaba bağlıdır.;;;;;;
Sınavlar;Katılımcı bazında sınava girme durumu, alınan puan ve geçti/kaldı bilgisi bulunur.;;;;;;
Referans Tarihi;17.07.2026;;;;;;
Yeni Seviyeli Eğitimler;Kentsel Arama Kurtarma, Su Arama Kurtarma ve Doğada Arama Kurtarma eğitimleri Seviye 1-5 olarak eklenmiştir.;;;;;;
Seviye Yapısı;"Her eğitim grubu için 5 seviye vardır; süre ve geçme puanı seviyeye göre artar.";;;;;;
Toplam Yeni Eğitim;15;;;;;;

Gönüllü ID;Ad Soyad;Telefon;Telefon Son Güncelleme;E-posta;Şifre;İl;Bölge;Aldığı Eğitimler;Uzmanlık Alanı;Durum;
SNC-0401;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0013;Mert Aksoy;Girdi;56;100;59;Kaldı;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0402;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0043;Nazlı Doğan;Girdi;46;100;59;Kaldı;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0403;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0065;Aslı Polat;Girdi;80;100;59;Geçti;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0404;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0027;Nazlı Kara;Girmedi;;100;59;Değerlendirilmedi;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0405;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0010;Hakan Doğan;Girmedi;;100;59;Değerlendirilmedi;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0406;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0015;Furkan Öztürk;Girdi;48;100;59;Kaldı;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0407;SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi;GNL-0030;Hakan Çetin;Girdi;73;100;59;Geçti;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;
SNC-0408;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0046;Barış Yıldız;Girdi;49;100;60;Kaldı;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0409;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0015;Furkan Öztürk;Girdi;74;100;60;Geçti;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0410;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0006;Cem Şahin;Girdi;84;100;60;Geçti;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0411;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0074;Ayşe Özdemir;Girdi;75;100;60;Geçti;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0412;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0067;Emre Öztürk;Girdi;53;100;60;Kaldı;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0413;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0078;Mert Kara;Girdi;87;100;60;Geçti;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0414;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0009;Selin Aslan;Girdi;56;100;60;Kaldı;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0415;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0057;Emre Doğan;Girdi;97;100;60;Geçti;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0416;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0002;Mert Yıldız;Girdi;47;100;60;Kaldı;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0417;SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi;GNL-0076;Elif Şimşek;Girdi;51;100;60;Kaldı;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;
SNC-0418;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0057;Emre Doğan;Girmedi;;100;56;Değerlendirilmedi;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0419;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0047;Umut Şahin;Girdi;52;100;56;Kaldı;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0420;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0028;Hakan Şahin;Girdi;92;100;56;Geçti;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0421;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0046;Barış Yıldız;Girdi;48;100;56;Kaldı;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0422;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0012;Elif Kara;Girdi;46;100;56;Kaldı;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0423;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0004;Umut Doğan;Girdi;96;100;56;Geçti;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0424;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0072;Emre Özdemir;Girdi;67;100;56;Geçti;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0425;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0066;Barış Kaya;Girdi;61;100;56;Geçti;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0426;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0041;Selin Polat;Girdi;99;100;56;Geçti;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0427;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0050;Hakan Özdemir;Girdi;49;100;56;Kaldı;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0428;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0060;Ceren Aydın;Girdi;42;100;56;Kaldı;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0429;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0056;Umut Şahin;Girdi;46;100;56;Kaldı;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0430;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0062;Mehmet Aksoy;Girdi;97;100;56;Geçti;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0431;SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi;GNL-0019;Melis Öztürk;Girdi;67;100;56;Geçti;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;
SNC-0432;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0041;Selin Polat;Girdi;84;100;57;Geçti;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0433;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0021;Burak Öztürk;Girdi;54;100;57;Kaldı;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0434;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0055;İrem Çelik;Girdi;90;100;57;Geçti;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0435;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0057;Emre Doğan;Girdi;91;100;57;Geçti;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0436;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0002;Mert Yıldız;Girdi;76;100;57;Geçti;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0437;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0004;Umut Doğan;Girdi;100;100;57;Geçti;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0438;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0022;Elif Çetin;Girdi;76;100;57;Geçti;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0439;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0062;Mehmet Aksoy;Girmedi;;100;57;Değerlendirilmedi;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0440;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0038;Ayşe Kılıç;Girdi;71;100;57;Geçti;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0441;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0020;Zeynep Kaya;Girdi;69;100;57;Geçti;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0442;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0012;Elif Kara;Girdi;56;100;57;Kaldı;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0443;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0051;Melis Çetin;Girdi;50;100;57;Kaldı;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0444;SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi;GNL-0071;Hakan Aslan;Girdi;57;100;57;Geçti;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;
SNC-0445;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0063;Derya Kaya;Girmedi;;100;58;Değerlendirilmedi;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0446;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0013;Mert Aksoy;Girdi;49;100;58;Kaldı;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0447;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0080;Buse Kaya;Girmedi;;100;58;Değerlendirilmedi;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0448;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0057;Emre Doğan;Girdi;78;100;58;Geçti;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0449;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0009;Selin Aslan;Girdi;79;100;58;Geçti;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0450;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0073;Pelin Yılmaz;Girdi;43;100;58;Kaldı;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0451;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0015;Furkan Öztürk;Girdi;100;100;58;Geçti;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0452;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0071;Hakan Aslan;Girdi;67;100;58;Geçti;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0453;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0008;Ayşe Aydın;Girdi;62;100;58;Geçti;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0454;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0040;Selin Özdemir;Girdi;58;100;58;Geçti;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0455;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0077;Can Şahin;Girdi;81;100;58;Geçti;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0456;SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi;GNL-0048;Mert Polat;Girdi;93;100;58;Geçti;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;
SNC-0457;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0080;Buse Kaya;Girdi;51;100;59;Kaldı;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0458;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0034;Onur Aydın;Girdi;84;100;59;Geçti;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0459;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0017;Pelin Aydın;Girdi;81;100;59;Geçti;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0460;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0048;Mert Polat;Girdi;65;100;59;Geçti;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0461;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0010;Hakan Doğan;Girdi;58;100;59;Kaldı;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0462;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0063;Derya Kaya;Girdi;62;100;59;Geçti;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0463;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0033;Ece Özdemir;Girdi;65;100;59;Geçti;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0464;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0038;Ayşe Kılıç;Girdi;46;100;59;Kaldı;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0465;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0074;Ayşe Özdemir;Girdi;87;100;59;Geçti;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0466;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0040;Selin Özdemir;Girdi;65;100;59;Geçti;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0467;SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi;GNL-0005;Aslı Yıldız;Girdi;54;100;59;Kaldı;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;
SNC-0468;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0013;Mert Aksoy;Girdi;64;100;60;Geçti;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0469;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0065;Aslı Polat;Girdi;57;100;60;Kaldı;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0470;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0002;Mert Yıldız;Girdi;51;100;60;Kaldı;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0471;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0020;Zeynep Kaya;Girdi;47;100;60;Kaldı;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0472;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0053;Tolga Kurt;Girmedi;;100;60;Değerlendirilmedi;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0473;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0034;Onur Aydın;Girdi;74;100;60;Geçti;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0474;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0006;Cem Şahin;Girdi;40;100;60;Kaldı;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0475;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0005;Aslı Yıldız;Girdi;82;100;60;Geçti;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0476;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0040;Selin Özdemir;Girdi;98;100;60;Geçti;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0477;SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi;GNL-0032;Selin Aslan;Girdi;56;100;60;Kaldı;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;
SNC-0478;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0069;Elif Çelik;Girdi;99;100;56;Geçti;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0479;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0044;Ayşe Çelik;Girdi;44;100;56;Kaldı;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0480;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0020;Zeynep Kaya;Girdi;42;100;56;Kaldı;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0481;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0070;Pelin Aksoy;Girdi;57;100;56;Geçti;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0482;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0005;Aslı Yıldız;Girdi;95;100;56;Geçti;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0483;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0024;Melis Yılmaz;Girmedi;;100;56;Değerlendirilmedi;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0484;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0041;Selin Polat;Girdi;82;100;56;Geçti;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0485;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0012;Elif Kara;Girdi;77;100;56;Geçti;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0486;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0062;Mehmet Aksoy;Girdi;41;100;56;Kaldı;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0487;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0031;Hakan Yıldız;Girdi;88;100;56;Geçti;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0488;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0074;Ayşe Özdemir;Girdi;64;100;56;Geçti;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0489;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0076;Elif Şimşek;Girdi;51;100;56;Kaldı;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0490;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0026;Pelin Şahin;Girdi;48;100;56;Kaldı;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0491;SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi;GNL-0021;Burak Öztürk;Girdi;92;100;56;Geçti;Rize;Rize AFAD Salonu;30.06.2026 18:00;
SNC-0492;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0010;Hakan Doğan;Girdi;78;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0493;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0008;Ayşe Aydın;Girdi;46;100;57;Kaldı;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0494;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0038;Ayşe Kılıç;Girdi;43;100;57;Kaldı;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0495;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0006;Cem Şahin;Girdi;79;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0496;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0022;Elif Çetin;Girdi;86;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0497;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0066;Barış Kaya;Girdi;67;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0498;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0027;Nazlı Kara;Girdi;96;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0499;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0059;Tuğçe Doğan;Girdi;97;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0500;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0020;Zeynep Kaya;Girdi;90;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0501;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0028;Hakan Şahin;Girdi;100;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0502;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0070;Pelin Aksoy;Girdi;50;100;57;Kaldı;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0503;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0048;Mert Polat;Girdi;70;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;
SNC-0504;SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi;GNL-0004;Umut Doğan;Girdi;86;100;57;Geçti;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;

Hesap ID;Rol;Kişi ID;Giriş E-postası;Şifre;Hesap Durumu;Parola Politikası;
HSP-0001;Gönüllü;GNL-0001;tolga.ozturk.1@ornek.org;GNLByupdi926!001;Aktif;İlk girişte değiştirilmeli;
HSP-0002;Gönüllü;GNL-0002;mert.yildiz.2@ornek.org;GNLAoewzh208!002;Aktif;İlk girişte değiştirilmeli;
HSP-0003;Gönüllü;GNL-0003;seda.kara.3@ornek.org;GNLAprbmf179!003;Aktif;İlk girişte değiştirilmeli;
HSP-0004;Gönüllü;GNL-0004;umut.dogan.4@ornek.org;GNLQyuvim297!004;Aktif;İlk girişte değiştirilmeli;
HSP-0005;Gönüllü;GNL-0005;asli.yildiz.5@ornek.org;GNLYsuljb244!005;Aktif;İlk girişte değiştirilmeli;
HSP-0006;Gönüllü;GNL-0006;cem.sahin.6@ornek.org;GNLFoxrqa317!006;Aktif;İlk girişte değiştirilmeli;
HSP-0007;Gönüllü;GNL-0007;elif.celik.7@ornek.org;GNLPbwltr463!007;Aktif;İlk girişte değiştirilmeli;
HSP-0008;Gönüllü;GNL-0008;ayse.aydin.8@ornek.org;GNLNarawv909!008;Aktif;İlk girişte değiştirilmeli;
HSP-0009;Gönüllü;GNL-0009;selin.aslan.9@ornek.org;GNLDiyinf516!009;Aktif;İlk girişte değiştirilmeli;
HSP-0010;Gönüllü;GNL-0010;hakan.dogan.10@ornek.org;GNLIgxbnt368!010;Aktif;İlk girişte değiştirilmeli;
HSP-0011;Gönüllü;GNL-0011;kerem.celik.11@ornek.org;GNLZofgcq836!011;Aktif;İlk girişte değiştirilmeli;
HSP-0012;Gönüllü;GNL-0012;elif.kara.12@ornek.org;GNLWeweof337!012;Aktif;İlk girişte değiştirilmeli;
HSP-0013;Gönüllü;GNL-0013;mert.aksoy.13@ornek.org;GNLWrnmvb621!013;Aktif;İlk girişte değiştirilmeli;
HSP-0014;Gönüllü;GNL-0014;hakan.celik.14@ornek.org;GNLAschrf175!014;Aktif;İlk girişte değiştirilmeli;
HSP-0015;Gönüllü;GNL-0015;furkan.ozturk.15@ornek.org;GNLMdyhtk912!015;Aktif;İlk girişte değiştirilmeli;
HSP-0016;Gönüllü;GNL-0016;ece.dogan.16@ornek.org;GNLEdlhue276!016;Aktif;İlk girişte değiştirilmeli;
HSP-0017;Gönüllü;GNL-0017;pelin.aydin.17@ornek.org;GNLVmlcpb352!017;Aktif;İlk girişte değiştirilmeli;
HSP-0018;Gönüllü;GNL-0018;derya.aksoy.18@ornek.org;GNLFvsqec971!018;Aktif;İlk girişte değiştirilmeli;
HSP-0019;Gönüllü;GNL-0019;melis.ozturk.19@ornek.org;GNLZrdgjv437!019;Aktif;İlk girişte değiştirilmeli;
HSP-0020;Gönüllü;GNL-0020;zeynep.kaya.20@ornek.org;GNLKgnnjs754!020;Aktif;İlk girişte değiştirilmeli;
HSP-0021;Gönüllü;GNL-0021;burak.ozturk.21@ornek.org;GNLYyoedh973!021;Aktif;İlk girişte değiştirilmeli;
